"","GEOID","District","District.Nbr","male_5to9","male_10to14","male_15to17","total_pop","race_white_only","race_Black_only","race_Asian_only","race_pacific_islander_only","at_least_two_races","SSI_pubassist_foodstamps","med_household_inc_12mo","house_units_w_mortgage","med_gross_rent","comp_internet_subscrip_in_house","CONUM","CSA","CBSA","ENROLL","TOTALREV","TFEDREV","FEDRCOMP","FEDRSPEC","FEDRNUTR","FEDROTHR","TSTREV","STRFORM","STRSPEC","STRTRANS","STROTHR","TLOCREV","LOCRTAX","LOCRPROP","LOCRPAR","LOCRCICO","LOCROSCH","LOCRCHAR","LOCROTHR","TOTALEXP","TCURSPND","TSALWAGE","TEMPBENE","TCURINST","TCURISAL","TCURIBEN","TCURSSVC","TCURSPUP","TCURSSTA","TCURSGEN","TCURSSCH","TCURSOTH","TCURONON","TCAPOUT","TPAYOTH","TINTRST","DEBTOUT","LONGISSU","LONGRET","PCTTOTAL","PCTFTOT","PCTFCOMP","PCTSTOT","PCTSFORM","PCTLTOT","PCTLTAXP","PCTLOTHG","PCTLCHAR","PPCSTOT","PPSALWG","PPEMPBEN","PPITOTAL","PPISALWG","PPIEMBEN","PPSTOTAL","PPSPUPIL","PPSSTAFF","PPSGENAD","PPSSCHAD","Avg.Comp"
"287",2738190,"Stillwater Area Public School District",834,2114,2228,1464,64623,57474,2536,1847,2,1862,14938,101671,19882,1285,23965,"27163","378","33460",8444,126607,2779,365,1339,915,160,73806,58775,9686,167,5178,50022,37673,37673,0,0,782,8463,3104,137865,110379,59478,26018,65551,40762,18241,34751,4103,6293,4725,3267,16363,10077,20826,2351,4309,114814,0,1420,100,2.2,0.3,58.3,46.4,39.5,29.8,0.6,6.7,12347,7044,3081,7763,4827,2160,4115,486,745,560,387,23
"288",2738280,"Swanville Public School District",486,39,60,42,1759,1707,0,8,0,9,351,68281,599,575,701,"27097","N","N",340,4219,152,32,0,87,33,3083,2300,329,172,282,984,718,718,0,17,25,168,56,3736,3214,1816,596,1996,1406,430,934,19,125,130,109,551,284,177,283,62,2843,0,392,100,3.6,0.8,73.1,54.5,23.3,17,1,4,9182,5341,1753,5871,4135,1265,2747,56,368,382,321,17.6
"289",2738850,"Thief River Falls School District",564,522,391,286,13675,12855,146,157,0,259,3131,60895,4250,695,5847,"27113","N","N",2034,27741,1370,282,440,539,109,18671,15081,1669,52,1869,7700,5732,5732,0,71,39,1261,597,25557,22296,15233,3771,13222,9740,2590,7131,396,950,409,1507,3869,1943,1286,204,1771,59164,0,2118,100,4.9,1,67.3,54.4,27.8,20.7,0.4,4.5,10562,7489,1854,6500,4789,1273,3506,195,467,201,741,20.1
"290",2738880,"Esko Public School District",99,273,160,156,5152,5079,9,0,0,20,1270,82961,1852,977,1979,"27017","N","20260",1267,14594,330,21,202,91,16,10587,8937,828,0,822,3677,2394,2394,0,36,6,756,485,17093,11958,7464,2760,8040,5302,2144,3062,242,525,381,424,1490,856,4767,221,147,7410,1300,1230,100,2.3,0.1,72.5,61.2,25.2,16.4,0.3,5.2,9100,5891,2178,6346,4185,1692,2417,191,414,301,335,23.4
"291",2740665,"Triton School District",2125,305,307,123,7109,6506,20,54,1,73,1869,64235,2137,728,2681,"27039","462","40340",1117,13549,608,228,0,231,149,10304,8552,590,10,1152,2637,1865,1865,0,40,25,625,82,13165,11671,7171,2244,7500,5050,1629,3154,284,241,210,606,1813,1017,772,390,332,12166,0,974,100,4.5,1.7,76,63.1,19.5,13.8,0.5,4.6,10056,6420,2009,6714,4521,1458,2824,254,216,188,543,19.8
"292",2740680,"Truman Public School District",458,35,47,39,2260,2186,1,4,0,14,413,56027,779,606,1001,"27091","N","21860",206,3667,163,71,0,69,23,2164,1777,89,50,248,1340,919,919,0,11,0,265,145,3803,3369,1898,497,1921,1319,349,1008,47,39,68,187,667,440,263,104,67,505,505,70,100,4.4,1.9,59,48.5,36.5,25.1,0.3,7.2,14927,9214,2413,9325,6403,1694,4893,228,189,330,908,16.7
"293",2740740,"Lake Superior Public School District",381,368,308,224,13001,12585,95,30,19,164,2346,63732,5195,667,6209,"27075","N","N",1388,22212,867,220,357,187,103,13316,10691,1599,0,1026,8029,4124,4124,0,2175,306,796,628,19932,18112,11234,4151,11870,8045,2735,5006,374,699,569,840,2524,1236,783,360,677,19548,781,8669,100,3.9,1,59.9,48.1,36.1,18.6,11.2,3.6,12536,8094,2991,8552,5796,1970,3607,269,504,410,605,20.7
"294",2740810,"Ulen-Hitterdal Public School District",914,49,47,56,1750,1681,0,3,0,55,416,63387,590,742,702,"27027","244","22020",307,4886,142,28,0,97,17,3114,2616,222,0,276,1630,1179,1179,0,0,103,128,220,5573,3916,2407,564,2309,1709,380,1195,129,57,118,143,748,412,1374,231,52,4651,2419,556,100,2.9,0.6,63.7,53.5,33.4,24.1,2.1,2.6,12107,7840,1837,7521,5567,1238,3893,420,186,384,466,20.2
"295",2740830,"Underwood Public School District",550,96,90,55,2447,2272,49,3,0,79,548,70239,901,741,1005,"27111","N","22260",545,6672,223,27,0,152,44,5168,4223,355,13,577,1281,849,849,0,11,30,303,88,6718,5580,3505,1002,3395,2331,656,1608,112,181,172,293,850,577,800,159,179,6100,0,420,100,3.3,0.4,77.5,63.3,19.2,12.7,0.6,4.5,9842,6431,1839,6229,4277,1204,2950,206,332,316,538,21.7
"296",2740860,"Upsala Public School District",487,53,94,69,2091,2049,0,0,0,4,539,64542,658,695,789,"27097","N","N",372,5222,169,34,0,90,45,3727,3025,227,0,475,1326,969,969,0,8,67,199,83,4700,4072,2404,519,2418,1703,358,1313,14,178,143,95,883,341,171,288,169,6135,0,530,100,3.2,0.7,71.4,57.9,25.4,18.6,1.4,3.8,10672,6462,1395,6500,4578,962,3530,38,478,384,255,17.4
"297",2740920,"Verndale Public School District",818,69,45,43,1671,1601,2,8,0,13,402,49688,589,565,719,"27159","N","N",551,7050,328,61,0,200,67,5902,4411,692,0,799,820,468,468,0,8,61,177,106,6647,5653,3780,599,3630,2732,432,1593,112,124,174,192,991,430,277,537,180,4770,0,250,100,4.7,0.9,83.7,62.6,11.6,6.6,1,2.5,10054,6860,1087,6588,4958,784,2891,203,225,316,348,17.9
"298",2741040,"Virginia Public School District",706,253,315,223,10812,10161,66,14,0,268,1746,45000,3318,624,5364,"27137","N","20260",1686,24338,1155,321,0,370,464,17163,12093,2073,823,2174,6020,1113,1113,0,2297,62,866,1682,24115,21794,11884,4102,13457,8553,2986,6830,335,1405,338,506,4246,1507,1002,903,416,7590,0,0,100,4.7,1.3,70.5,49.7,24.7,4.6,9.7,3.6,12530,7049,2433,7982,5073,1771,4051,199,833,200,300,20.7
"299",2741060,"Wabasha-Kellogg Public School District",811,102,186,112,5077,4959,7,17,0,54,931,60321,1824,715,2235,"27157","462","40340",540,8042,291,69,0,149,73,5265,3976,791,23,475,2486,1787,1787,0,43,0,569,87,7850,7153,4021,1356,4427,2826,959,1951,130,171,265,353,1032,775,299,214,184,6304,0,652,100,3.6,0.9,65.5,49.4,30.9,22.2,0.5,7.1,12502,7446,2511,8198,5233,1776,3613,241,317,491,654,21.8
"300",2741430,"Wabasso Public School District",640,65,91,71,2435,2322,16,19,0,49,596,56607,828,579,981,"27127","N","N",395,5808,177,24,0,85,68,3786,3246,211,58,271,1845,1266,1266,0,38,106,289,146,5628,4840,2710,715,2866,1955,518,1550,122,112,234,153,929,424,360,125,303,9280,0,360,100,3,0.4,65.2,55.9,31.8,21.8,2.5,5,11805,6861,1810,7256,4949,1311,3924,309,284,592,387,21.2
"301",2741460,"Waconia Public School District",110,928,971,523,21216,20397,128,292,0,331,6100,102405,6295,955,7420,"27019","378","33460",4084,52646,1310,93,610,389,218,34707,27331,4568,113,2695,16629,11035,11035,0,234,0,2326,3034,77157,48558,29379,10017,29622,20795,6991,13458,1244,2421,1446,1521,6826,5478,24038,453,4108,123675,12330,3110,100,2.5,0.2,65.9,51.9,31.6,21,0.4,4.4,11118,7194,2453,7253,5092,1712,3295,305,593,354,372,23.1
"302",2741850,"Warroad Public School District",690,251,205,174,5829,5131,0,342,0,117,1485,60833,1824,742,2238,"27135","N","N",980,14255,716,122,228,281,85,9902,7473,1161,0,1268,3637,2254,2254,0,146,0,612,625,23062,11823,7533,1995,7186,5072,1379,3489,497,613,265,423,1691,1148,10281,75,883,21335,0,1155,100,5,0.9,69.5,52.4,25.5,15.8,1,4.3,11429,7687,2036,7333,5176,1407,3560,507,626,270,432,20
"303",2741880,"Waseca Public School District",829,363,363,246,12001,10886,355,83,4,268,2681,53412,3534,670,4807,"27161","N","N",1954,28714,1292,224,503,439,126,19214,13651,2813,40,2710,8208,4204,4204,0,45,0,1751,2208,47370,24004,14372,4237,14793,9936,2990,6966,447,1708,605,862,3344,2245,21519,635,1212,36655,2059,1652,100,4.5,0.8,66.9,47.5,28.6,14.6,0.2,6.1,11656,7355,2168,7571,5085,1530,3565,229,874,310,441,21.2
"304",2741910,"Watertown-Mayer Public School District",111,460,312,163,9820,9581,23,36,4,147,2654,89612,3016,826,3578,"27019","378","33460",1574,23620,722,135,318,193,76,14446,11371,1648,31,1396,8452,6361,6361,0,42,38,1529,482,19497,17302,10310,2908,10292,7183,2068,4882,230,430,524,762,2936,2128,630,348,1217,34448,0,3654,100,3.1,0.6,61.2,48.1,35.8,26.9,0.3,6.5,10103,6550,1848,6539,4564,1314,3102,146,273,333,484,21.2
"305",2742120,"Waubun-Ogema-White Earth Public Schools",435,197,119,131,3344,1495,9,27,9,429,1036,50096,941,416,1202,"27087","N","N",671,11753,2277,309,0,353,1615,8076,5619,738,0,1719,1400,1040,1040,0,54,35,190,81,10801,9342,4734,1421,5240,3126,900,3434,140,856,371,257,1810,668,351,852,256,7395,0,593,100,19.4,2.6,68.7,47.8,11.9,8.8,0.8,1.6,13613,7055,2118,7809,4659,1341,5118,209,1276,553,383,19.3
"306",2742160,"Wayzata Public School District",284,2754,2924,1551,71654,57127,3320,8766,1,1768,18737,119222,19540,1423,27292,"27053","378","33460",11706,183237,4059,643,1780,788,848,96429,76768,8770,886,10005,82749,58378,58378,0,3169,262,15304,5636,185712,151443,94007,29330,87720,63296,19081,47022,4571,11853,3489,5748,21361,16701,25806,2864,5599,227160,70301,5790,100,2.2,0.4,52.6,41.9,45.2,31.9,1.9,8.4,12057,8031,2506,7494,5407,1630,4017,390,1013,298,491,25.6
"307",2742270,"West St. Paul-Mendota Heights-Eagan",197,1217,1110,616,43486,34211,2853,2388,0,1692,8695,71592,11716,1116,18591,"27037","378","33460",5172,82683,3614,687,1217,1447,263,49966,38755,7391,577,3243,29103,22009,22009,0,2446,0,3657,991,78013,71360,45349,15962,44355,30659,10802,19578,2371,4496,1402,2822,8487,7427,4554,1012,1087,34948,0,4421,100,4.4,0.8,60.4,46.9,35.2,26.6,3,4.4,12906,8768,3086,8576,5928,2089,3785,458,869,271,546,21.2
"308",2742330,"Wheaton Area Public School District",803,51,64,32,2106,2028,17,0,0,24,375,48197,909,569,1087,"27155","N","N",404,5845,189,55,0,88,46,4343,3487,495,0,361,1313,928,928,0,10,82,180,113,5979,5487,3167,804,3373,2417,605,1809,98,185,125,233,1168,305,253,239,0,0,0,216,100,3.2,0.9,74.3,59.7,22.5,15.9,1.6,3.1,13324,7839,1990,8349,5983,1498,4478,243,458,309,577,20.9
"309",2742360,"White Bear Lake School District",624,2211,1713,1412,66766,60390,2024,2258,0,1471,14927,85080,20850,1203,26886,"27123","378","33460",8744,132263,4380,795,1603,1687,295,77879,58371,12046,126,7336,50004,35529,35529,0,0,0,8897,5578,126745,117608,72006,26551,73807,49781,19013,33305,4717,5580,2550,4472,15986,10496,5842,927,2368,85805,26245,19080,100,3.3,0.6,58.9,44.1,37.8,26.9,0,6.7,12745,8235,3036,8441,5693,2174,3809,539,638,292,511,21.8
"310",2742720,"Willmar Public School District",347,1169,789,594,25930,21321,2253,367,0,558,6657,53516,6566,787,9971,"27067","N","48820",4382,65586,4583,1265,0,1970,1348,47981,30340,5757,87,11797,13022,8675,8675,0,76,176,2123,1972,78249,56780,33905,10658,33825,23351,7226,16679,1314,2732,1716,2267,8650,6276,19128,751,1590,48335,0,1875,100,7,1.9,73.2,46.3,19.9,13.2,0.4,3.2,12234,7737,2432,7719,5329,1649,3806,300,623,392,517,18.7
"311",2742750,"Willow River Public School District",577,148,142,50,3510,3286,74,6,0,85,741,51905,1169,824,1316,"27115","N","N",437,6285,339,100,84,105,50,4540,3525,528,0,487,1406,807,807,0,130,43,177,249,9516,5431,3696,732,3388,2524,511,1678,57,158,154,312,997,365,3710,200,175,6660,0,225,100,5.4,1.6,72.2,56.1,22.4,12.8,2.8,2.8,12085,8458,1675,7753,5776,1169,3840,130,362,352,714,17.4
"312",2742780,"Windom Public School District",177,228,203,125,6065,5488,67,141,18,43,1405,51373,2056,664,2622,"27033","N","N",1058,15838,781,207,0,393,181,11055,8052,1359,3,1641,4002,2706,2706,0,60,103,647,486,15558,13893,8007,2628,8428,5552,1798,4430,354,349,697,592,2438,1035,925,510,230,5790,0,830,100,4.9,1.3,69.8,50.8,25.3,17.1,1,4.1,12821,7568,2484,7966,5248,1699,4187,335,330,659,560,20
"313",2744070,"Winona Area Public School District",861,885,822,543,39485,37142,587,909,0,561,5984,54680,10586,702,15525,"27169","N","49100",3090,50442,2435,521,853,868,193,30954,20020,6081,759,4094,17053,12836,12836,0,157,185,1614,2261,48663,45646,26503,9440,27239,18397,6612,14545,2574,2070,1380,1695,6826,3862,2304,469,244,12287,0,2454,100,4.8,1,61.4,39.7,33.8,25.4,0.7,3.2,14086,8577,3055,8815,5954,2140,4707,833,670,447,549,19.3
"314",2744160,"Worthington Public School District",518,641,674,335,16173,11542,900,1457,2,499,4660,53845,3768,738,5773,"27105","N","49380",3544,51679,2891,469,0,1710,712,41583,27000,3789,44,10750,7205,4697,4697,0,57,288,878,1285,45394,40400,24236,7104,25787,17908,5172,10506,1800,2162,728,1041,4775,4107,3038,1101,855,31223,10698,1860,100,5.6,0.9,80.5,52.2,13.9,9.1,0.7,1.7,10885,6839,2005,7276,5053,1459,2964,508,610,205,294,18.7
"315",2744190,"Wrenshall Public School District",100,53,65,23,1998,1823,3,2,0,67,428,69632,710,919,801,"27017","N","20260",392,5137,238,30,73,95,40,3696,2838,385,0,473,1203,887,887,0,25,2,130,159,5182,4553,2938,801,2850,1988,560,1397,105,105,329,153,705,306,412,125,92,1260,1278,364,100,4.6,0.6,71.9,55.2,23.4,17.3,0.5,2.5,11283,7495,2043,7270,5071,1429,3564,268,268,839,390,19.9
"316",2745735,"Zumbrota-Mazeppa School District",2805,276,283,93,7069,6891,16,101,0,35,1670,76250,2370,734,2878,"27157","462","40340",1224,16424,339,88,0,176,75,11231,8925,1084,13,1209,4854,3142,3142,0,46,110,1270,286,16409,13951,7648,2082,8339,5231,1463,3929,364,671,377,667,1850,1683,748,1050,660,9595,0,8790,100,2.1,0.5,68.4,54.3,29.6,19.1,0.9,7.7,10490,6248,1701,6813,4274,1195,3210,297,548,308,545,20.3
"317",2791445,"Lake Crystal-Wellcome Memorial",2071,215,207,138,6373,6293,20,10,1,27,1501,69521,2131,793,2594,"27013","359","31860",913,13016,293,88,0,182,23,8140,6564,915,5,656,4583,3136,3136,0,146,119,758,424,12145,10193,5893,1448,5641,4091,935,3524,270,362,316,375,2201,1028,699,284,969,28658,0,2222,100,2.3,0.7,62.5,50.4,35.2,24.1,2,5.8,10597,6455,1586,6179,4481,1024,3860,296,396,346,411,19.7
"318",2791446,"Tri-County School District",2358,56,34,58,1973,1861,51,15,0,21,369,49655,683,565,862,"27069","N","N",198,4048,268,74,0,63,131,2805,2367,162,14,262,975,777,777,0,29,0,73,96,3437,2968,1813,431,1837,1289,324,938,24,72,197,88,557,193,144,157,168,3345,0,125,100,6.6,1.8,69.3,58.5,24.1,19.2,0.7,1.8,14697,9157,2177,9278,6510,1636,4737,121,364,995,444,19.7
"319",2791447,"Kittson Central School District",2171,72,70,28,1949,1902,13,14,0,19,443,63431,720,722,847,"27069","N","N",243,4666,102,21,0,47,34,2987,2574,263,0,150,1577,1272,1272,0,33,52,106,114,6643,3812,2245,720,2356,1536,493,1190,32,115,76,155,812,266,2434,174,223,4555,0,3355,100,2.2,0.5,64,55.2,33.8,27.3,1.8,2.3,15198,9239,2963,9695,6321,2029,4897,132,473,313,638,21.3
"320",2791448,"Norman County West School District",2527,39,51,45,1394,1301,24,0,0,30,275,49048,528,684,636,"27107","N","N",213,3528,119,37,0,55,27,2579,2026,268,0,285,830,411,411,0,16,160,90,153,3947,3637,2291,516,2131,1612,379,1249,10,110,231,189,709,257,25,285,0,0,0,0,100,3.4,1,73.1,57.4,23.5,11.6,5,2.6,16671,10756,2423,10005,7568,1779,5864,47,516,1085,887,19.2
"321",2791449,"Win-E-Mac School District",2609,91,99,57,3247,3119,3,23,0,44,747,53287,1064,626,1335,"27119","N","24220",481,6767,302,106,0,138,58,4532,3661,399,0,472,1933,1433,1433,0,36,61,261,142,6223,5364,3132,1082,3480,2227,838,1511,12,149,227,231,892,373,412,200,247,7370,0,626,100,4.5,1.6,67,54.1,28.6,21.2,1.4,3.9,10921,6511,2249,7235,4630,1742,3141,25,310,472,480,19.5
"322",2791450,"Mesabi East School District",2711,227,199,154,7212,6973,4,63,0,116,1333,56392,2832,596,3255,"27137","N","20260",992,15869,602,156,0,228,218,9979,6503,1487,563,1426,5288,1862,1862,0,2428,36,346,616,14948,12181,7047,2982,8049,4992,2096,3365,236,371,371,490,1897,767,1904,390,473,27074,10800,1526,100,3.8,1,62.9,41,33.3,11.7,15.5,2.2,11994,7104,3006,8114,5032,2113,3392,238,374,374,494,18.1
"323",2791451,"Janesville-Waldorf-Pemberton",2835,223,178,114,5135,4944,90,30,0,47,1343,71581,1692,739,1939,"27161","N","N",679,10181,463,100,194,121,48,6361,4927,833,37,564,3357,2444,2444,0,19,57,592,245,12361,8373,4659,1380,5018,3350,966,2592,121,376,206,244,1645,763,3711,144,133,5105,0,1050,100,4.5,1,62.5,48.4,33,24,0.7,5.8,11782,6862,2032,7390,4934,1423,3817,178,554,303,359,19.6
"324",2799999,"Remainder of Minnesota",NA,293,263,148,7703,6281,129,67,1,210,1874,53750,2399,546,3261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
